Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
-0.2948287486347319,0.2100685652551545,2.490895890373665,-1.8237438979489091,0.3500824566660891,-0.3864041057440265,-0.1455860781967586,0.075110910932732,-0.5845261211113439,-0.3296692594203129,0.4490872030194269,0.9075119316119964,-0.1079929362224854,-0.3581670017214912,0.3681353201786524,1.3576404754825118,-0.5749141812387947,-0.4303628237699172,-0.1596821135130204,-0.3008130582498372,-2.5285596421889758,-1.9860682178113245,-1.5212573894487618,-2.1971023927998017,-0.1992730314841147,-0.2824423108896146,-2.8383365740470685,-2.042629892234132,-1.471526880526303,-1.963488622985818,-0.199440991148615,-0.2876384574425296,0.1243864731841758,0.7657608350016585,0
-0.2948287486347319,-0.1674063870961062,-0.5540677512436588,0.2541530585191777,0.3500824566660891,-0.3864041057440265,-0.1455860781967586,-1.254494970893504,-1.2183802046807852,-0.8299974939573502,-0.7864611714569071,0.9075119316119964,-0.1079929362224854,-0.3581670017214912,-2.7163924382879365,1.3576404754825118,-0.5749141812387947,-0.562167955812708,-0.1596821135130204,-0.3008130582498372,-0.109105147316254,-0.5501920153441094,0.4180498886958897,0.6935986007230148,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,-0.522682374307949,0.518903690034754,0.6595617086953638,-0.199440991148615,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
-0.2948287486347319,-1.1110937679742583,2.490895890373665,-1.1311115791262136,0.3500824566660891,-0.3864041057440265,-0.1455860781967586,1.0723153223024091,0.9548337961287274,0.6709872096537619,0.4490872030194269,0.9075119316119964,-0.1079929362224854,-0.3581670017214912,-2.7163924382879365,1.3576404754825118,-0.5749141812387947,-0.562167955812708,-0.1596821135130204,-0.3008130582498372,-0.109105147316254,-1.9860682178113245,-1.5212573894487618,-2.1971023927998017,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,-2.042629892234132,-1.471526880526303,-1.963488622985818,-0.199440991148615,-0.2876384574425296,0.1243864731841758,0.7657608350016585,0
-0.2948287486347319,0.2100685652551545,0.2071731591606723,1.1776628169494383,0.3500824566660891,-0.3864041057440265,-0.1455860781967586,1.1831158124545955,0.9548337961287274,-0.3296692594203129,-0.7864611714569071,0.9075119316119964,-0.1079929362224854,-0.3581670017214912,0.3681353201786524,-0.7365720292366764,-0.5749141812387947,-0.4303628237699172,-0.1596821135130204,-0.3008130582498372,-0.109105147316254,-0.0715666145217044,0.4180498886958897,0.5756108050690224,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,0.4906159709761728,0.1871652616079112,0.4164497267346691,-0.199440991148615,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,2
1.3562122437197668,0.9650184699576764,-0.5540677512436588,-1.592866458341344,-2.856469900043596,-0.3864041057440265,-0.1455860781967586,1.0723153223024091,1.0453843794957904,0.6709872096537619,0.4490872030194269,-1.101913886932284,-0.1079929362224854,-0.3581670017214912,0.3681353201786524,-0.7365720292366764,-0.5749141812387947,2.8647654772998528,-0.1596821135130204,-0.3008130582498372,-0.109105147316254,0.167746085889498,0.0948320090051144,0.3494675300655368,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,-0.522682374307949,0.518903690034754,0.5316080339792087,-0.199440991148615,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1.3562122437197668,0.9650184699576764,-0.5540677512436588,1.639417696164569,-2.856469900043596,2.3890895329168305,-0.1455860781967586,1.0723153223024091,0.9548337961287274,0.6709872096537619,0.0372377448606489,-1.101913886932284,-0.1079929362224854,2.791993665506893,0.3681353201786524,1.3576404754825118,-0.5749141812387947,3.5237911375138067,-0.1596821135130204,-0.3008130582498372,-0.5123475631283743,0.4070587863007005,0.0948320090051144,0.251144367020543,-0.1992730314841147,-0.2824423108896146,-0.5611610991668988,2.263888075223386,0.1871652616079112,0.2437122658678595,6.434596188110578,1.7397314879516577,-0.6712422506637118,-0.4062111231161736,2
-0.2948287486347319,-1.1110937679742583,-0.5540677512436588,0.4850304981267429,0.3500824566660891,-0.3864041057440265,-0.1455860781967586,0.075110910932732,1.0453843794957904,0.1706589751167245,0.6550119320988159,0.9075119316119964,-0.1079929362224854,-0.3581670017214912,0.3681353201786524,-0.7365720292366764,1.739390038779793,-0.6939730878554988,-0.1596821135130204,-0.3008130582498372,0.2941372684958662,0.167746085889498,0.741267768386665,0.5490635510468742,-0.1992730314841147,-0.2824423108896146,0.8051441857612031,-0.016033201665888,1.18238054688844,0.789754572719052,-0.199440991148615,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
-0.2948287486347319,0.398806041430785,1.7296549799693344,0.2541530585191777,0.3500824566660891,-0.3864041057440265,-0.1455860781967586,1.0723153223024091,0.9548337961287274,0.6709872096537619,0.4490872030194269,0.9075119316119964,-0.1079929362224854,-0.3581670017214912,-2.7163924382879365,1.3576404754825118,-0.5749141812387947,-0.1667525596843355,-0.1596821135130204,-0.3008130582498372,-0.5123475631283743,-0.7895047157553119,-1.5212573894487618,-2.1971023927998017,-0.1992730314841147,-0.2824423108896146,-0.5611610991668988,-0.7760069606289794,-1.471526880526303,-1.963488622985818,-0.199440991148615,1.476924272807967,1.1370048489905784,-1.7896667428492534,0
-0.2948287486347319,-1.1110937679742583,0.9684140695650034,0.0232756189116124,0.3500824566660891,-0.3864041057440265,7.862423992135786,-1.254494970893504,-1.3994813714149112,0.6709872096537619,0.4490872030194269,-1.101913886932284,-0.1079929362224854,-0.3581670017214912,0.3681353201786524,-0.7365720292366764,1.739390038779793,-0.2985576917271264,6.262442160865185,-0.3008130582498372,-0.109105147316254,-0.0715666145217044,0.4180498886958897,0.667788770423704,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,-0.2693577879869185,0.518903690034754,0.7509571906354747,-0.199440991148615,1.7397314879516577,-0.6712422506637118,-0.4062111231161736,2
-0.2948287486347319,-1.1110937679742583,-0.5540677512436588,0.0232756189116124,0.3500824566660891,-0.3864041057440265,-0.1455860781967586,-1.254494970893504,-0.2223237876430918,-0.5798333766888315,0.0372377448606489,0.9075119316119964,-0.1079929362224854,2.791993665506893,-2.7163924382879365,-0.7365720292366764,-0.5749141812387947,-0.6939730878554988,-0.1596821135130204,-0.3008130582498372,-0.109105147316254,0.167746085889498,0.0948320090051144,0.156754130497349,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,1.5039143162602946,-0.8080500236726174,0.6275732900163251,-0.199440991148615,-1.0009723271182625,0.1243864731841758,1.545606837207885,0
