,LDA1,LDA2,Target
0,0.4405753936164973,0.08040432200938953,0
1,-0.08924083744944898,1.508478287488768,2
2,3.047874467153969,2.7824895941763264,0
3,-0.48744072202476846,-0.3770083288513017,2
4,-1.1916401198221724,0.6487245307793232,2
5,-0.0836322883844737,-0.767113480521052,2
6,-2.084923640395754,0.8688314288042239,2
7,3.3850913955435145,1.4693999560354285,0
8,-1.66611239792617,0.030572175644663784,2
9,2.1265533935741825,-1.2039429454035986,0
10,-0.6698300151581471,0.20842635854434746,2
11,-1.7616113911062374,0.9207445546811113,2
12,2.492044488828735,1.1444390672946656,0
13,-1.296029836173432,0.4143290400326628,2
14,-1.2603846361221744,0.7179192725123641,2
15,1.8578560218808058,1.3370855006851776,0
16,1.794420271677722,-2.463207126528443,1
17,-1.604959544418069,0.48703305484831505,2
18,-0.4815699274889598,-0.7596583393388123,2
19,-0.8022215759992353,0.24005945545813387,1
20,-0.31376751346157217,0.25950473540727387,2
21,-1.5552674878680135,0.1539685236582672,1
22,-1.0158180353960349,0.14701246994264144,2
23,-1.490665271755062,0.6875514851259821,2
24,-1.121129961424302,0.0672726086263997,2
25,-0.2648221279163984,-1.0357494369335754,1
26,-1.16625497011633,-0.24181017432693108,2
27,-0.6683175550575187,-0.6582921566755453,1
28,-0.9903155304082834,-0.04672784364359241,2
29,-0.5294203062069972,0.05805174426273409,1
30,-0.3876682239934735,-1.7129111224201299,1
31,-0.17710521276231334,-1.6785938338575097,2
32,1.831797509312174,-0.6954041881705717,1
33,-1.646302133942422,-0.34152287377267687,2
34,-0.4686413692983681,-0.25807232514052303,2
35,3.454489869412027,0.1263961217071782,0
36,2.2045094434841817,2.28510304221082,0
37,1.707767326937646,-0.3495880542508122,0
38,-0.7716705978303103,-0.0291645725580777,2
39,1.6401422081786603,-0.7759598210228336,0
40,2.11212657706226,1.1561356662347797,0
41,-1.0082931287158132,-0.2723401976442949,2
42,-0.49056536151631835,-0.12241811984931912,2
43,0.6002737635449715,0.6452448005993808,0
44,2.1801187166202722,1.6165794451774615,0
45,0.8192596592823925,-1.995674846108694,1
46,-0.9191214511935711,-0.4862973437702471,2
47,-1.2024302612006812,0.8770877790959113,2
48,-1.6973039771507643,0.06657023540649173,2
49,-1.618903995736278,0.4410471456775907,2
50,-1.6817041633974699,0.6236434085548431,2
51,-0.9285105035290799,0.45529635485784936,1
52,0.49468874364734033,-1.3720023663096945,1
53,-1.2838541924356022,-0.7341027364196705,2
54,-0.6238720096930392,-1.141217140454452,0
55,-1.7046694339415345,0.09206226092613422,2
56,2.6511616112532628,0.24480957625267788,0
57,-0.6784686341242318,0.4457562817483964,0
58,-1.954008115657343,0.36239190859066295,2
59,0.12266014480540392,0.13779574360470156,1
60,-1.0697727701549111,-0.203176617670824,2
61,-1.2064176079079636,0.43641602364404913,2
62,-0.001627482495105075,0.3998001633840347,1
63,1.2413049575052615,-0.7141171190291036,1
64,2.4962458661891738,-0.22327439979070132,1
65,0.6135686477138176,-0.45734469881581985,0
66,-0.003713242094199924,0.812185837126026,2
67,-1.5998490390795252,0.1277095622507738,2
68,-0.22635716611985854,-0.8856135322059122,0
69,-0.6302186214832831,-0.05327757566642731,1
70,2.1611591717064096,-0.3879980114349943,1
71,-1.591351784990977,0.791568787412262,2
72,0.3773777790327082,0.128869218946245,0
73,2.1542992140416453,-1.7827408978239412,0
74,0.43127912831511284,-0.8810334155027515,2
75,1.0183792641326965,-1.6816412767615327,0
76,1.4379295474695037,-1.1537252214435292,0
77,-1.0869640302671115,0.21208366743266757,2
78,-1.805131093186657,1.1012701389526132,2
79,-1.4891959384216864,0.5775166805890789,2
80,-0.28062089200346463,-0.10980257917498247,0
81,2.5340782125753214,1.2137000266666167,0
82,0.7697299781673702,-0.785491503202148,0
83,0.17005698988233922,-0.6277055717534795,1
84,-0.9960469753198722,-0.44151699320997634,2
85,-1.6015194029346675,1.064650218278198,2
86,-0.9190617560398777,-0.371143353891774,2
87,-1.0077119925191325,0.19979043613368047,2
88,-0.6051747785057813,0.16274017566022136,1
89,2.610463029464515,-0.39814326998999344,1
90,3.3062859962959332,-1.0048749647705302,0
91,-0.29717110465470786,1.0003200968976051,2
92,2.0858301875358745,0.36042481498025386,0
93,2.7212059826696695,0.10098724075004531,0
94,-1.5812340078588922,0.6730453154077949,2
95,0.08638550959435731,-1.397561146801547,1
96,-1.1058056402118472,0.6035477568968836,2
97,-2.0334769596821816,1.2318174615709885,2
98,-1.274556847578655,-0.5707287373785938,1
99,3.781987468124026,2.274396496984713,0
100,0.7149715704320689,-1.1458471282040201,0
101,0.1986104069097246,0.013296447872280886,2
102,2.051539744384651,1.6751926249498812,0
103,-2.141867175086187,2.091875137573939,2
104,2.32568782506182,1.190589443609126,0
105,-1.4858553941337356,0.3946617823407125,2
106,2.2779983546666327,1.9887003077716219,0
107,0.3916841682132072,-2.651443038168131,0
108,-0.0560858836170548,-0.27399986554531075,0
109,0.8451624382505634,-0.7552373659836584,1
110,-1.3003502936174773,0.3070827818538652,2
111,0.14602614023037444,-1.3128357918875602,1
112,-1.2528339619311037,-0.14781628605735378,2
113,-1.2387558202170028,0.1693476510585948,2
114,-1.1924776324146302,0.11018864114967405,0
115,-1.3992240181439397,0.25450444321148136,1
116,0.15797330178794564,-1.7107718968367196,1
117,0.512274398561786,-1.330862297847735,1
118,-1.2859285673325922,-0.4368690883232742,2
119,-1.2147777715421115,-0.2512167994619449,2
120,1.458498116075628,-2.316728786241453,0
121,-0.5830966041571798,-0.5340038564491186,2
122,0.0637252416800364,-0.10005542728234924,0
123,-1.3815852672755173,0.14753565136245794,2
124,-1.0840812660945909,-1.0373328181052368,2
125,2.234963939247869,2.132615757565629,0
126,-0.6215384481582996,-1.6047345552479677,2
127,-0.8956968154753286,0.002178330465554581,1
128,-1.358179569555132,0.18933097862172676,2
129,-1.7500586150663004,0.08985675977985298,2
130,-1.4935167221190233,0.8484320741706926,0
131,-1.6715874728134241,-0.03147641490361491,2
132,-1.078264970747831,-0.4709416646727401,2
133,2.3278213467292006,1.4242471878191407,0
134,-1.3084125547099745,-0.32069061658483056,2
135,0.8611817583360738,0.8592468120054947,0
136,-0.19399919305836827,-0.3967340455689426,2
137,-1.5803904759790433,-1.4564035080528481,2
138,-1.167056614037419,0.4880117993699935,1
