,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,Target
0,-5.6162629098840045,-0.19138140084102537,-0.8544583085148117,-0.27442236282325944,0.608145579789075,1.6839009098662072,-1.6009427397192315,0.507877960105484,1.7291530666064492,-0.05258724171045026,-0.19713070508986763,-0.014476179252816595,1.226309381377846,0.32595376806412285,-0.7306712324740793,1.482892977827087,-0.8727496718044538,-0.17927672789736213,-1.0390558122538769,0.34054000873002255,0
1,-0.29955147469128707,-0.9466940689400263,-1.9384152769780703,-0.18036546609603918,-0.9002235259306727,0.8020251220220003,0.776274714485938,-0.8325297238512609,-1.2199747104903182,-0.1474154591945638,0.29013726647475374,-0.596648041815191,0.13169407354718635,-1.181366394303187,-0.47650729753088017,0.3814671243710116,-0.45298665990047843,-0.7032764110503389,1.664453357189864,-1.2544864694032825,2
2,-4.01885339809276,0.5108188555210086,0.11398122244401794,0.17179371131432103,2.185055148589784,1.9291864022538827,-2.7574410611901357,0.5426724849884318,-0.7567701400680593,0.3346533276087047,0.018608019558004094,-0.34111578671475823,1.1563975508352617,-0.5834388149959598,-0.20958170228247122,1.3656074482852023,-0.28514744197120223,-1.0125131861630714,-0.746243730923424,-1.105630490110437,0
3,0.41486238043732804,-1.0738767033643544,0.6216214071714784,-0.6502859571119746,0.21228347139339857,-1.324349927830009,-0.47559963021684576,-0.4210214783437727,-0.4510346287536718,0.8602682527361363,-0.8183530976992742,-0.018400786831397762,1.430368593479745,-1.0310001838251284,-0.220599922203337,-1.302996826935566,0.15185759085250128,-0.20804237355384286,0.570365481113005,-0.27423504786568065,2
4,0.3751138865286127,2.699585283306693,2.5216821052107994,-0.32030567512078756,-1.6180376660508247,-1.172548285675082,0.3693285861829106,-0.31484453749589897,1.269907241593524,0.5385848063564961,0.8235757869406697,-0.47110375286826006,0.24788365300658896,-0.24948952969039273,-1.9942547175443983,-0.28172374627079066,-1.2970805912766603,0.4166097072392713,-0.700398171263878,0.5094273720388299,2
5,0.940430248773297,5.035895180013083,0.9389889839306427,-0.2585962719339081,1.3057005794376975,-2.904154698357132,3.5959126493994624,-2.243308502534032,-0.7385112050172297,-0.11656160090150906,0.3190758485670278,0.1802512997829871,0.6700362527559506,-0.33687697475190176,0.7251316367166819,1.2780797888972548,-2.8329202125198485,-0.9673865649579907,0.3027735032753222,3.350132032448231,2
6,1.3636776536404214,-1.9556776208570075,1.2670571446101888,-0.44808354158915875,0.34382886809596064,-1.0315859406953014,0.5721715321704405,2.475559631638368,-0.91839232912382,0.35093387516957386,-0.23900276699915132,-0.4365821482965655,-0.5771260693835122,0.5233384388449576,0.3770325181785414,0.21102737080666328,-0.0918166567284734,0.12692855859031488,1.0707477443307605,-0.14629647203129065,2
7,-3.374818824873047,1.5648321566576502,-0.06843654280453618,-0.3236113326814582,1.8155512198923711,0.34210735988904784,-1.2188006549016477,2.3778003795398175,-2.2689883759013743,-0.5221087339997795,-0.7401359124203423,-0.10138707701874543,1.9327222442324181,-0.0470325266236257,0.29845951602617976,0.9622445786004391,-0.19402453910943038,0.014065050398724686,0.06739772701942268,-1.0829215204612184,0
8,0.32305863264441986,-2.1400399156738428,-1.5293381958663106,9.185848913202179,-2.2171571097037264,-2.9811815142890667,0.5493658748306163,2.099856692505477,0.519654496962494,0.46348449461524066,1.2034372727911047,-0.9116425595889701,0.5323919743821626,-0.007230271167379505,0.29508256649816705,1.234701410763333,-0.16898509057866457,0.23703731713911375,-1.0873963114437166,-0.478863730727049,2
9,-0.24915965564236114,-0.5759442532342555,-0.9978034189707309,0.9270870671065847,0.7315268019973521,1.8904047913167592,0.2185244593680219,-2.4762861811726906,-2.7761171487515197,0.5206642501022815,-0.45343199053350897,0.08515675919525523,-1.6478773115166803,0.2139201922923415,-1.0275859270603924,-0.8149716660549233,0.07003394502446246,0.6836819633311284,0.615264540426916,0.025552806501415875,0
10,0.010696660440479554,-1.688028773532721,0.5484978782371748,-0.2221907630628142,-0.11706657881311455,-0.39504971682912965,0.1115248463778741,-0.027334308444675826,-0.12051116267937516,0.374613105565332,0.17965029052713408,-0.39609443289839613,0.4917926625266205,-0.7996578633924802,-0.29178083991162596,-1.34838985389035,0.16717775849758837,-0.8759481710679516,0.8478095335745303,0.8406086291856756,2
11,1.2389992905493235,-1.8977549591843474,1.5546967775464413,-0.18910547553341056,0.5751691883814471,-0.5198285011912054,-0.16494305220386843,1.6542634663627922,-0.6210176636665848,0.04234431263255949,-0.39804830695893,-0.09595964084387154,-1.1579265035694308,0.8849912926250146,0.7648694215402374,0.34236525339823015,0.14797895965424301,0.14721141891660372,0.9394722029559736,-0.06611598714866555,2
12,-3.0955894178638514,-0.0983172225633126,-0.0016589726661917974,-0.6015753546782958,1.1200976128925881,-0.3912028786667395,-2.2687072982328114,1.903989268768179,-0.8517621225725979,-0.8857387882511186,0.1745216669541594,-0.09743106069357094,0.3110544927820666,0.9933745964750845,1.2534194160084429,-1.1000471595601302,0.7188034898710333,-0.3793056297441408,0.36472167655474386,0.5221745678958358,0
13,0.1520060199418354,-0.3461630700395863,-0.5935357365702454,-0.05419997321298827,-1.4412471973092096,1.5570786403759844,1.1700403477223136,-1.6312589337284216,1.3784800946237645,1.385206252637387,-0.12184208103296487,0.05869267619980277,0.21510989675089018,2.5622987416954377,2.632192520974614,0.2009345276407846,0.19949129893549603,0.14286214964573216,0.9194549755059089,-0.5674703429521188,2
14,-0.6820871899562965,-1.7231108161668673,1.1753226047785865,-0.2899932161276614,0.2029067395743741,-0.17361295043337582,-0.5635913357566799,0.2711637538316357,0.7798286056158686,1.894906542974948,-0.7277490354051475,-0.04311767310786638,-1.3037909391918319,-0.1791548672156555,-0.020712202199253873,0.20902240771662822,0.1486730641140302,0.2268075913909163,0.4778433317310753,0.331497758631694,2
15,-1.2602840581741526,-0.4697339971372113,0.13446725388715575,-0.683092629215731,0.537970965057962,-1.1522298377240912,-0.48795084780843395,2.2843107339676756,-1.2798918615011194,-0.5782964281843604,-0.44263716621986915,-0.08941805306090943,0.37582046103202327,0.38968021436825656,0.20755078686250475,-1.1895237707926587,0.477565623923725,-0.13461460568544145,0.90063778347943,0.5889996088628872,0
16,-0.2526050236769078,-0.47021476211506524,0.3298299842570601,-0.12988432806329536,0.4209664119570005,0.08692045617057763,0.0652670157243131,-0.6253334230018441,0.11420040466152967,0.09092850040304175,-1.3243834834984025,0.7383854498792269,0.2762293846084193,0.1751754677841413,0.002168733454204018,-1.305724595648429,1.0663289635059112,1.1819087479376817,0.010553414569607206,0.5506222477311025,1
17,1.2373457114043867,-1.6408029679514933,-0.7978584923856937,-0.7299914779963699,-0.6143137688404058,-0.995482141018145,0.38767059348719807,1.5034131491544018,-1.101438860250729,-0.7800996161154785,-0.22412672938866038,-0.23023656438253665,0.5523901545596297,1.2335905617517653,-0.3030574856030478,-0.4076319564535113,-0.5102882872572588,-0.543448743349508,0.6052289133023371,0.33432486434741454,2
18,-0.5108612279980518,-1.194832882568903,-1.5107926033953751,-0.3266570679636384,1.5521183468872222,-0.9705671949231104,0.5555156418931105,-1.1816628730042118,1.1686736159350328,-0.023942179405879102,-0.02241980757551985,0.11007975050551544,-1.1021647344345766,0.5919895133762638,-0.4917613485212223,-0.6248750833250944,-0.2849135956767294,-0.4258115779565026,0.48862667431756424,0.636651135068763,2
19,0.534472383119023,-1.7048774149235368,0.1949463370157497,-0.2714194575564518,-0.11975916782701627,-0.5228099220873537,0.6010598129424828,0.8374270778198373,-0.7379048348392284,-0.3310721871681998,0.5962453705880824,-0.6118897204181067,0.7486881371210267,-0.3667449069865032,-0.03943727787273551,-1.3168901527777737,0.19702075885977474,-0.6970966849772634,1.0160136361048993,0.7549948204174752,1
20,-5.458167150439103,-0.6835695012734988,-0.4601999534891139,0.11822148420439706,0.0774227998152819,1.4839469818736943,-0.32373863893507665,0.8998895942344652,2.0117907407002495,0.7442489117767489,1.9808575781018152,-1.1984174387204525,-1.2271069888552126,0.6221747315521343,-0.1886698789123489,0.6863264766162973,-0.11243450095183971,0.7665274595398558,-1.4862834648114442,-0.3348960172570703,2
21,1.4919596613049684,-1.4722317788915396,-0.25419161346630953,-0.6215722528107114,0.2543705720012199,-0.5954507827374574,-0.6623233357153813,0.6422382867602975,-1.239792072257146,-0.8491663521641987,-0.758436471906928,0.43073592112831466,1.001582262066548,1.6144125830993832,0.18658907463097876,0.11021262119003264,-0.05186838963733944,0.20444807402853402,-0.6562818313652599,-0.14076851436414872,1
22,1.6241563201804077,-2.1444129132092127,-1.0568805712150393,-0.9850839288502211,0.04731940718039547,-1.217523815629489,-1.1306768716915934,0.3545552582495693,-1.5186496232538471,-0.4980883540123657,-1.0321595456828758,0.5041679699384497,0.4587362690722987,1.1939846296429812,-0.36456135418115365,0.19404692301072776,0.06535293086386303,0.03262515371820286,-0.6851200614270712,0.40819424464004,2
